module,controller_file,controller_id,action,internal_route,url,url_source,abstract_base,method,http_status,session,curl_error
checkout,backend/modules/checkout/controllers/OrderController.php,order,calculate-loyalty,checkout/order/calculate-loyalty,/checkout/order/calculate-loyalty,default_pattern_guess,no,GET,200,anon,
checkout,backend/modules/checkout/controllers/OrderController.php,order,upload-payment,checkout/order/upload-payment,/checkout/order/upload-payment,default_pattern_guess,no,GET,400,anon,
checkout,backend/modules/checkout/controllers/OrderController.php,order,download-payment,checkout/order/download-payment,/checkout/order/download-payment,default_pattern_guess,no,GET,400,anon,
compare,backend/modules/compare/controllers/CompareController.php,compare,index,compare/compare/index,compare,explicit_rule,no,GET,200,anon,
compare,backend/modules/compare/controllers/CompareController.php,compare,add,compare/compare/add,compare/add,explicit_rule,no,GET,200,anon,
compare,backend/modules/compare/controllers/CompareController.php,compare,remove,compare/compare/remove,compare/remove,explicit_rule,no,GET,200,anon,
compare,backend/modules/compare/controllers/CompareController.php,compare,clear,compare/compare/clear,compare/clear,explicit_rule,no,GET,200,anon,
compare,backend/modules/compare/controllers/CompareController.php,compare,count,compare/compare/count,compare/count,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/AdminImportController.php,admin-import,index,admin-import/index,/admin-import/index,default_pattern_guess,no,GET,302,anon,
(default),frontend/controllers/AdminImportController.php,admin-import,run,admin-import/run,/admin-import/run,default_pattern_guess,no,GET,302,anon,
(default),frontend/controllers/AdminImportController.php,admin-import,view,admin-import/view,/admin-import/view,default_pattern_guess,no,GET,302,anon,
(default),frontend/controllers/AdminImportController.php,admin-import,errors,admin-import/errors,/admin-import/errors,default_pattern_guess,no,GET,302,anon,
(default),frontend/controllers/AdminImportController.php,admin-import,status,admin-import/status,/admin-import/status,default_pattern_guess,no,GET,302,anon,
(default),frontend/controllers/AdminImportController.php,admin-import,check-size,admin-import/check-size,/admin-import/check-size,default_pattern_guess,no,GET,302,anon,
(default),frontend/controllers/AdminImportController.php,admin-import,test-connection,admin-import/test-connection,/admin-import/test-connection,default_pattern_guess,no,GET,302,anon,
(default),frontend/controllers/BlogController.php,blog,index,blog/index,blog,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/BlogController.php,blog,view,blog/view,blog/<slug:[a-z0-9-]+>,explicit_rule,no,GET,404,anon,
(default),frontend/controllers/CartController.php,cart,index,cart/index,/cart/index,default_pattern_guess,no,GET,404,anon,
(default),frontend/controllers/CartController.php,cart,add,cart/add,/cart/add,default_pattern_guess,no,GET,200,anon,
(default),frontend/controllers/CartController.php,cart,update,cart/update,/cart/update,default_pattern_guess,no,GET,422,anon,
(default),frontend/controllers/CartController.php,cart,remove,cart/remove,/cart/remove,default_pattern_guess,no,GET,404,anon,
(default),frontend/controllers/CartController.php,cart,clear,cart/clear,/cart/clear,default_pattern_guess,no,GET,200,anon,
(default),frontend/controllers/CartController.php,cart,count,cart/count,/cart/count,default_pattern_guess,no,GET,200,anon,
(default),frontend/controllers/CartController.php,cart,drawer-items,cart/drawer-items,/cart/drawer-items,default_pattern_guess,no,GET,200,anon,
(default),frontend/controllers/CartController.php,cart,has-product,cart/has-product,/cart/has-product,default_pattern_guess,no,GET,400,anon,
(default),frontend/controllers/FavoriteController.php,favorite,index,favorite/index,/favorite/index,default_pattern_guess,no,GET,302,anon,
(default),frontend/controllers/FavoriteController.php,favorite,add,favorite/add,catalog/add-favorite,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/FavoriteController.php,favorite,remove,favorite/remove,catalog/remove-favorite,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/FavoriteController.php,favorite,toggle,favorite/toggle,/favorite/toggle,default_pattern_guess,no,GET,200,anon,
(default),frontend/controllers/FavoriteController.php,favorite,count,favorite/count,catalog/favorites-count,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/FavoriteController.php,favorite,ids,favorite/ids,/favorite/ids,default_pattern_guess,no,GET,200,anon,
(default),frontend/controllers/FavoriteController.php,favorite,merge-guest,favorite/merge-guest,favorite/merge-guest,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/FavoriteController.php,favorite,clear,favorite/clear,/favorite/clear,default_pattern_guess,no,GET,200,anon,
(default),frontend/controllers/FeedbackController.php,feedback,index,feedback/index,feedback,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/FeedbackController.php,feedback,submit,feedback/submit,feedback/submit,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/OrderController.php,order,index,order/index,checkout,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/OrderController.php,order,create,order/create,order/create,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/OrderController.php,order,success,order/success,order/success/<token:[a-zA-Z0-9_-]+>,explicit_rule,no,GET,404,anon,
(default),frontend/controllers/OrderController.php,order,track,order/track,order/track/<token:[a-zA-Z0-9_-]+>,explicit_rule,no,GET,404,anon,
(default),frontend/controllers/OrderController.php,order,view,order/view,order/<token:[a-zA-Z0-9_-]+>,explicit_rule,no,GET,404,anon,
(default),frontend/controllers/OrderController.php,order,upload-payment,order/upload-payment,order/<token:[a-zA-Z0-9_-]+>/upload,explicit_rule,no,GET,404,anon,
(default),frontend/controllers/OrderController.php,order,save-passport,order/save-passport,order/save-passport,explicit_rule,no,GET,400,anon,
(default),frontend/controllers/OrderController.php,order,download-payment,order/download-payment,order/<token:[a-zA-Z0-9_-]+>/download-payment,explicit_rule,no,GET,404,anon,
(default),frontend/controllers/PageController.php,page,payment-terms,page/payment-terms,payment,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/PageController.php,page,delivery-terms,page/delivery-terms,delivery,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/PageController.php,page,return-policy,page/return-policy,guarantee,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/PageController.php,page,privacy,page/privacy,terms,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/PageController.php,page,about,page/about,loyalty,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/PageController.php,page,contacts,page/contacts,faq,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/PageController.php,page,sale,page/sale,sales,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/SiteController.php,site,s,site/s,/site/s,default_pattern_guess,no,GET,404,anon,
(default),frontend/controllers/SiteController.php,site,index,site/index,/site/index,default_pattern_guess,no,GET,200,anon,
(default),frontend/controllers/SiteController.php,site,offer-agreement,site/offer-agreement,offer-agreement,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/SiteController.php,site,payment-instruction,site/payment-instruction,payment-instruction,explicit_rule,no,GET,200,anon,
(default),frontend/controllers/SiteController.php,site,login,site/login,login,explicit_rule,no,GET,302,anon,
(default),frontend/controllers/SiteController.php,site,logout,site/logout,logout,explicit_rule,no,GET,302,anon,
(default),frontend/controllers/SitemapController.php,sitemap,index,sitemap/index,sitemap.xml,explicit_rule,no,GET,200,anon,
